Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/05 19:33:40 | 3.1450 (0) | 27.3998 dC | 62.2888 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:42 | 3.1450 (0) | 27.4027 dC | 62.2979 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:44 | 3.1450 (0) | 27.4162 dC | 62.2718 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:46 | 3.1450 (0) | 27.4113 dC | 62.2951 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:48 | 3.1450 (0) | 27.3979 dC | 62.2793 rH | 32.5000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:50 | 3.1450 (0) | 27.4122 dC | 62.2668 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:52 | 3.1450 (0) | 27.4014 dC | 62.2561 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:54 | 3.1450 (0) | 27.3897 dC | 62.2680 rH | 32.5000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:56 | 3.1450 (0) | 27.3808 dC | 62.2937 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:33:58 | 3.1450 (0) | 27.4002 dC | 62.2666 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:00 | 3.1450 (0) | 27.4185 dC | 62.2698 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:02 | 3.1450 (0) | 27.4048 dC | 62.2618 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:04 | 3.1450 (0) | 27.4067 dC | 62.2971 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:06 | 3.1450 (0) | 27.3985 dC | 62.2705 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:08 | 3.1450 (0) | 27.3863 dC | 62.2766 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:10 | 3.1450 (0) | 27.3930 dC | 62.3019 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:12 | 3.1450 (0) | 27.3952 dC | 62.2759 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:14 | 3.1450 (0) | 27.3926 dC | 62.2736 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:16 | 3.1450 (0) | 27.3935 dC | 62.2572 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:18 | 3.1450 (0) | 27.4130 dC | 62.2701 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:20 | 3.1450 (0) | 27.4012 dC | 62.2786 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:22 | 3.1450 (0) | 27.4208 dC | 62.2914 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:24 | 3.1450 (0) | 27.4153 dC | 62.2684 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:26 | 3.1450 (0) | 27.3939 dC | 62.2791 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:28 | 3.1450 (0) | 27.4008 dC | 62.2744 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:30 | 3.1450 (0) | 27.4139 dC | 62.2740 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:32 | 3.1450 (0) | 27.4153 dC | 62.2642 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:34 | 3.1450 (0) | 27.4050 dC | 62.2677 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:36 | 3.1450 (0) | 27.4031 dC | 62.2699 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:38 | 3.1450 (0) | 27.3981 dC | 62.2781 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:40 | 3.1450 (0) | 27.4126 dC | 62.2706 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:42 | 3.1450 (0) | 27.4178 dC | 62.2640 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:44 | 3.1450 (0) | 27.4191 dC | 62.2787 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:46 | 3.1450 (0) | 27.4235 dC | 62.2921 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:48 | 3.1450 (0) | 27.4126 dC | 62.2766 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:50 | 3.1450 (0) | 27.4162 dC | 62.2666 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:52 | 3.1450 (0) | 27.3979 dC | 62.2703 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:54 | 3.1450 (0) | 27.4090 dC | 62.2799 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:56 | 3.1450 (0) | 27.4044 dC | 62.2664 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:34:58 | 3.1450 (0) | 27.4012 dC | 62.2822 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:00 | 3.1450 (0) | 27.4235 dC | 62.2544 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:02 | 3.1450 (0) | 27.4090 dC | 62.3087 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:04 | 3.1450 (0) | 27.4269 dC | 62.2782 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:06 | 3.1450 (0) | 27.3989 dC | 62.2636 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:08 | 3.1450 (0) | 27.4099 dC | 62.2853 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:10 | 3.1450 (0) | 27.4254 dC | 62.2647 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:12 | 3.1450 (0) | 27.4223 dC | 62.2911 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:14 | 3.1450 (0) | 27.4153 dC | 62.2479 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:16 | 3.1450 (0) | 27.4282 dC | 62.2511 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:18 | 3.1450 (0) | 27.4263 dC | 62.2405 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:20 | 3.1450 (0) | 27.4303 dC | 62.2447 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:22 | 3.1450 (0) | 27.4067 dC | 62.2581 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:24 | 3.1450 (0) | 27.4132 dC | 62.2533 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:26 | 3.1450 (0) | 27.4199 dC | 62.2435 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:28 | 3.1450 (0) | 27.4269 dC | 62.2707 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:30 | 3.1450 (0) | 27.4246 dC | 62.2334 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:35:32 | 3.1450 (0) | 27.4364 dC | 62.2412 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/05 19:35:58 | 3.1450 (0) | 27.3991 dC | 62.2416 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:00 | 3.1450 (0) | 27.4212 dC | 62.2147 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:02 | 3.1450 (0) | 27.4199 dC | 62.2441 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:04 | 3.1450 (0) | 27.4405 dC | 62.2283 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:06 | 3.1450 (0) | 27.4250 dC | 62.2258 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:08 | 3.1450 (0) | 27.4296 dC | 62.2529 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:10 | 3.1450 (0) | 27.4176 dC | 62.2638 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:12 | 3.1450 (0) | 27.4214 dC | 62.2250 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:14 | 3.1450 (0) | 27.4303 dC | 62.2253 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:16 | 3.1450 (0) | 27.4244 dC | 62.2204 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:18 | 3.1450 (0) | 27.4290 dC | 62.2133 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:20 | 3.1450 (0) | 27.4395 dC | 62.2520 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:22 | 3.1450 (0) | 27.4467 dC | 62.2369 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:24 | 3.1450 (0) | 27.4342 dC | 62.2324 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:26 | 3.1450 (0) | 27.4273 dC | 62.2325 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:28 | 3.1450 (0) | 27.4349 dC | 62.2395 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:30 | 3.1450 (0) | 27.4244 dC | 62.2362 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:32 | 3.1450 (0) | 27.4351 dC | 62.2273 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:34 | 3.1450 (0) | 27.4345 dC | 62.2078 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:36 | 3.1450 (0) | 27.4260 dC | 62.1930 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:38 | 3.1450 (0) | 27.4437 dC | 62.2085 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:40 | 3.1450 (0) | 27.4214 dC | 62.2317 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:42 | 3.1450 (0) | 27.4445 dC | 62.1896 rH | 30.0000 lx | Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/05 19:36:45 | 3.1450 (0) | 27.4326 dC | 62.2078 rH | 30.8333 lx | 0.0000 V | 0.0000 mV | 0.0610 mA | 0.0000 mW
2023/02/05 19:36:47 | 3.1450 (0) | 27.4221 dC | 62.2025 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:49 | 3.1450 (0) | 27.4258 dC | 62.2211 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:51 | 3.1450 (0) | 27.4294 dC | 62.2317 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:53 | 3.1450 (0) | 27.4240 dC | 62.2469 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:55 | 3.1450 (0) | 27.4364 dC | 62.2255 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:57 | 3.1450 (0) | 27.4349 dC | 62.2302 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:36:59 | 3.1450 (0) | 27.4319 dC | 62.2280 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:01 | 3.1450 (0) | 27.4351 dC | 62.2005 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:03 | 3.1450 (0) | 27.4332 dC | 62.1866 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:05 | 3.1450 (0) | 27.4227 dC | 62.2145 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:07 | 3.1450 (0) | 27.4446 dC | 62.2334 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:09 | 3.1450 (0) | 27.4363 dC | 62.2033 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:11 | 3.1450 (0) | 27.4620 dC | 62.2128 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:13 | 3.1450 (0) | 27.4559 dC | 62.2312 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:15 | 3.1450 (0) | 27.4437 dC | 62.2178 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:17 | 3.1450 (0) | 27.4706 dC | 62.2213 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:19 | 3.1450 (0) | 27.4546 dC | 62.2313 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:21 | 3.1450 (0) | 27.4454 dC | 62.2352 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:23 | 3.1450 (0) | 27.4591 dC | 62.1867 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:25 | 3.1450 (0) | 27.4456 dC | 62.1785 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:27 | 3.1450 (0) | 27.4445 dC | 62.2097 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:29 | 3.1450 (0) | 27.4374 dC | 62.1996 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:31 | 3.1450 (0) | 27.4385 dC | 62.2013 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:33 | 3.1450 (0) | 27.4487 dC | 62.1930 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:35 | 3.1450 (0) | 27.4277 dC | 62.2311 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:37 | 3.1450 (0) | 27.4509 dC | 62.2036 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:39 | 3.1450 (0) | 27.4294 dC | 62.1855 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:41 | 3.1450 (0) | 27.4296 dC | 62.1990 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:43 | 3.1450 (0) | 27.4158 dC | 62.2000 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:45 | 3.1450 (0) | 27.4378 dC | 62.1836 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:47 | 3.1450 (0) | 27.4326 dC | 62.1976 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:49 | 3.1450 (0) | 27.4300 dC | 62.2141 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:51 | 3.1450 (0) | 27.4490 dC | 62.1894 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:53 | 3.1450 (0) | 27.4336 dC | 62.2088 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:37:55 | 3.1450 (0) | 27.4364 dC | 62.2170 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/05 19:38:17 | 3.1450 (0) | 27.4340 dC | 62.1989 rH | 30.8333 lx | 0.0000 V | -0.0070 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:19 | 3.1450 (0) | 27.4368 dC | 62.1687 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:21 | 3.1450 (0) | 27.4349 dC | 62.1820 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:23 | 3.1450 (0) | 27.4305 dC | 62.2261 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:25 | 3.1450 (0) | 27.4282 dC | 62.1969 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:27 | 3.1450 (0) | 27.4246 dC | 62.1915 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:29 | 3.1450 (0) | 27.4332 dC | 62.1965 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:31 | 3.1450 (0) | 27.4286 dC | 62.1896 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:33 | 3.1450 (0) | 27.4387 dC | 62.2114 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:35 | 3.1450 (0) | 27.4391 dC | 62.1875 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:37 | 3.1450 (0) | 27.4305 dC | 62.1838 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:39 | 3.1450 (0) | 27.4382 dC | 62.2131 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:41 | 3.1450 (0) | 27.4332 dC | 62.1940 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:43 | 3.1450 (0) | 27.4420 dC | 62.1666 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:45 | 3.1450 (0) | 27.4300 dC | 62.1767 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:47 | 3.1450 (0) | 27.4418 dC | 62.1932 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:49 | 3.1450 (0) | 27.4340 dC | 62.1654 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:51 | 3.1450 (0) | 27.4286 dC | 62.1705 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:53 | 3.1450 (0) | 27.4237 dC | 62.1614 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:55 | 3.1450 (0) | 27.4477 dC | 62.1815 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:57 | 3.1450 (0) | 27.4368 dC | 62.1969 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:38:59 | 3.1450 (0) | 27.4431 dC | 62.1539 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:01 | 3.1450 (0) | 27.4231 dC | 62.1408 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:03 | 3.1450 (0) | 27.4345 dC | 62.1698 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:05 | 3.1450 (0) | 27.4342 dC | 62.1560 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:07 | 3.1450 (0) | 27.4387 dC | 62.1677 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:09 | 3.1450 (0) | 27.4446 dC | 62.1704 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:11 | 3.1450 (0) | 27.4372 dC | 62.2190 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:13 | 3.1450 (0) | 27.4569 dC | 62.1702 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:15 | 3.1450 (0) | 27.4464 dC | 62.1690 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:17 | 3.1450 (0) | 27.4391 dC | 62.1720 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:19 | 3.1450 (0) | 27.4591 dC | 62.1666 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:21 | 3.1450 (0) | 27.4340 dC | 62.1516 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:23 | 3.1450 (0) | 27.4355 dC | 62.1632 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:25 | 3.1450 (0) | 27.4456 dC | 62.1746 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:27 | 3.1450 (0) | 27.4332 dC | 62.1733 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:29 | 3.1450 (0) | 27.4437 dC | 62.1698 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:31 | 3.1450 (0) | 27.4479 dC | 62.1708 rH | 32.5000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:33 | 3.1450 (0) | 27.4351 dC | 62.1622 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:35 | 3.1450 (0) | 27.4319 dC | 62.1497 rH | 32.5000 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:37 | 3.1450 (0) | 27.4212 dC | 62.1347 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:39 | 3.1450 (0) | 27.4303 dC | 62.1661 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:41 | 3.1450 (0) | 27.4260 dC | 62.1341 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:43 | 3.1450 (0) | 27.4326 dC | 62.1503 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 19:39:45 | 3.1450 (0) | 27.4254 dC | 62.1174 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
