Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/01/29 23:16:04 | 3.1450 (0) | 26.0536 dC | 56.5735 rH | 22.5000 lx | 8.5080 V | 0.9150 mV | 9.1550 mA | 125.1230 mW
2023/01/29 23:16:05 | 3.1450 (0) | 26.0624 dC | 56.5704 rH | 23.3333 lx | 8.5080 V | 0.9150 mV | 9.1550 mA | 125.1230 mW
2023/01/29 23:16:07 | 3.1450 (0) | 26.0620 dC | 56.6028 rH | 27.5000 lx | 8.7800 V | 0.9270 mV | 9.2770 mA | 132.7530 mW
2023/01/29 23:16:08 | 3.1450 (0) | 26.0567 dC | 56.5905 rH | 30.8333 lx | 14.1700 V | 1.5120 mV | 15.1060 mA | 214.3880 mW
2023/01/29 23:16:09 | 3.1450 (0) | 26.0544 dC | 56.6032 rH | 30.8333 lx | 14.1700 V | 1.5120 mV | 15.1060 mA | 214.3880 mW
2023/01/29 23:16:10 | 3.1450 (0) | 26.0406 dC | 56.6072 rH | 18.3333 lx | 10.8960 V | 1.1570 mV | 11.5660 mA | 160.2190 mW
2023/01/29 23:16:11 | 3.1450 (0) | 26.0471 dC | 56.6442 rH | 20.8333 lx | 10.8960 V | 1.1570 mV | 11.5660 mA | 160.2190 mW
2023/01/29 23:16:12 | 3.1450 (0) | 26.0511 dC | 56.6328 rH | 20.0000 lx | 14.2750 V | 1.5300 mV | 15.2890 mA | 218.9660 mW
2023/01/29 23:16:14 | 3.1450 (0) | 26.0586 dC | 56.6137 rH | 20.0000 lx | 14.2750 V | 1.5300 mV | 15.2890 mA | 218.9660 mW
2023/01/29 23:16:15 | 3.1450 (0) | 26.0612 dC | 56.6233 rH | 20.0000 lx | 14.2750 V | 1.5300 mV | 15.2890 mA | 218.9660 mW
2023/01/29 23:16:16 | 3.1450 (0) | 26.0426 dC | 56.6257 rH | 20.0000 lx | 14.2730 V | 1.5320 mV | 15.3200 mA | 218.9660 mW
2023/01/29 23:16:17 | 3.1450 (0) | 26.0370 dC | 56.6386 rH | 20.0000 lx | 14.2730 V | 1.5320 mV | 15.3200 mA | 218.9660 mW
2023/01/29 23:16:18 | 3.1450 (0) | 26.0448 dC | 56.6327 rH | 20.0000 lx | 14.2720 V | 1.5320 mV | 15.3200 mA | 218.9660 mW
2023/01/29 23:16:19 | 3.1450 (0) | 26.0416 dC | 56.6137 rH | 20.0000 lx | 14.2720 V | 1.5320 mV | 15.3200 mA | 218.9660 mW
2023/01/29 23:16:21 | 3.1450 (0) | 26.0221 dC | 56.6199 rH | 20.8333 lx | 14.2710 V | 1.5350 mV | 15.3500 mA | 218.9660 mW
2023/01/29 23:16:22 | 3.1450 (0) | 26.0235 dC | 56.6299 rH | 20.0000 lx | 14.2710 V | 1.5350 mV | 15.3500 mA | 218.9660 mW
2023/01/29 23:16:23 | 3.1450 (0) | 26.0324 dC | 56.6261 rH | 20.0000 lx | 14.2680 V | 1.5350 mV | 15.3500 mA | 218.9660 mW
2023/01/29 23:16:24 | 3.1450 (0) | 26.0239 dC | 56.6513 rH | 20.0000 lx | 14.2680 V | 1.5350 mV | 15.3500 mA | 218.9660 mW
2023/01/29 23:16:25 | 3.1450 (0) | 26.0303 dC | 56.6443 rH | 20.0000 lx | 13.3630 V | 1.4300 mV | 14.2820 mA | 201.4180 mW
2023/01/29 23:16:26 | 3.1450 (0) | 26.0212 dC | 56.6337 rH | 22.5000 lx | 14.2680 V | 1.5350 mV | 15.3500 mA | 218.9660 mW
2023/01/29 23:16:28 | 3.1450 (0) | 26.0143 dC | 56.6676 rH | 24.1667 lx | 14.2680 V | 1.5350 mV | 15.3500 mA | 218.9660 mW
2023/01/29 23:16:29 | 3.1450 (0) | 26.0035 dC | 56.6549 rH | 21.6667 lx | 14.2720 V | 1.5370 mV | 15.3810 mA | 219.7290 mW
2023/01/29 23:16:30 | 3.1450 (0) | 26.0174 dC | 56.6326 rH | 20.0000 lx | 14.2720 V | 1.5370 mV | 15.3810 mA | 219.7290 mW
2023/01/29 23:16:31 | 3.1450 (0) | 26.0023 dC | 56.6478 rH | 20.0000 lx | 14.2720 V | 1.5370 mV | 15.3810 mA | 219.7290 mW
2023/01/29 23:16:32 | 3.1450 (0) | 26.0124 dC | 56.6632 rH | 14.1667 lx | 14.2720 V | 1.5370 mV | 15.3810 mA | 219.7290 mW
2023/01/29 23:16:33 | 3.1450 (0) | 25.9956 dC | 56.6675 rH | 10.8333 lx | 14.2710 V | 1.5370 mV | 15.3810 mA | 219.7290 mW
2023/01/29 23:16:34 | 3.1450 (0) | 26.0180 dC | 56.6934 rH | 10.8333 lx | 15.8520 V | 1.7120 mV | 17.1200 mA | 272.3730 mW
2023/01/29 23:16:36 | 3.1450 (0) | 26.0199 dC | 56.6878 rH | 10.8333 lx | 15.8520 V | 1.7120 mV | 17.1200 mA | 272.3730 mW
2023/01/29 23:16:37 | 3.1450 (0) | 26.0124 dC | 56.6734 rH | 10.8333 lx | 16.8060 V | 1.8200 mV | 18.1880 mA | 305.9420 mW
2023/01/29 23:16:38 | 3.1450 (0) | 26.0056 dC | 56.6928 rH | 10.8333 lx | 16.8060 V | 1.8200 mV | 18.1880 mA | 305.9420 mW
2023/01/29 23:16:39 | 3.1450 (0) | 26.0193 dC | 56.7197 rH | 11.6667 lx | 18.5550 V | 2.0170 mV | 20.1720 mA | 374.6080 mW
2023/01/29 23:16:40 | 3.1450 (0) | 26.0098 dC | 56.6672 rH | 12.5000 lx | 18.5550 V | 2.0170 mV | 20.1720 mA | 374.6080 mW
2023/01/29 23:16:41 | 3.1450 (0) | 25.9920 dC | 56.6923 rH | 20.0000 lx | 18.5410 V | 2.0170 mV | 20.1720 mA | 374.6080 mW
2023/01/29 23:16:42 | 3.1450 (0) | 25.9983 dC | 56.6845 rH | 20.0000 lx | 18.5410 V | 2.0170 mV | 20.1720 mA | 374.6080 mW
2023/01/29 23:16:44 | 3.1450 (0) | 26.0069 dC | 56.6839 rH | 20.0000 lx | 18.5350 V | 2.0200 mV | 20.2020 mA | 375.3710 mW
2023/01/29 23:16:45 | 3.1450 (0) | 26.0139 dC | 56.7189 rH | 29.1667 lx | 18.5270 V | 2.0200 mV | 20.2020 mA | 374.6080 mW
2023/01/29 23:16:46 | 3.1450 (0) | 25.9895 dC | 56.7050 rH | 15.0000 lx | 18.5270 V | 2.0200 mV | 20.2020 mA | 374.6080 mW
2023/01/29 23:16:47 | 3.1450 (0) | 25.9974 dC | 56.6788 rH | 11.6667 lx | 18.5210 V | 2.0200 mV | 20.2020 mA | 373.8450 mW
2023/01/29 23:16:48 | 3.1450 (0) | 26.0038 dC | 56.7100 rH | 11.6667 lx | 18.5210 V | 2.0200 mV | 20.2020 mA | 373.8450 mW
2023/01/29 23:16:49 | 3.1450 (0) | 25.9930 dC | 56.7142 rH | 11.6667 lx | 21.6960 V | 2.3750 mV | 23.7430 mA | 518.0430 mW
2023/01/29 23:16:50 | 3.1450 (0) | 25.9954 dC | 56.7198 rH | 11.6667 lx | 21.6960 V | 2.3750 mV | 23.7430 mA | 518.0430 mW
2023/01/29 23:16:52 | 3.1450 (0) | 25.9924 dC | 56.6908 rH | 11.6667 lx | 23.1450 V | 2.5450 mV | 25.4520 mA | 588.9970 mW
2023/01/29 23:16:53 | 3.1450 (0) | 25.9750 dC | 56.7116 rH | 13.3333 lx | 23.1450 V | 2.5450 mV | 25.4520 mA | 588.9970 mW
2023/01/29 23:16:54 | 3.1450 (0) | 25.9842 dC | 56.7061 rH | 13.3333 lx | 23.1510 V | 2.5500 mV | 25.4820 mA | 590.5230 mW
2023/01/29 23:16:55 | 3.1450 (0) | 25.9819 dC | 56.7238 rH | 11.6667 lx | 23.1510 V | 2.5500 mV | 25.4820 mA | 590.5230 mW
2023/01/29 23:16:56 | 3.1450 (0) | 25.9645 dC | 56.7175 rH | 11.6667 lx | 21.9600 V | 2.4250 mV | 24.2310 mA | 536.3530 mW
2023/01/29 23:16:57 | 3.1450 (0) | 25.9829 dC | 56.7201 rH | 11.6667 lx | 15.3270 V | 1.6770 mV | 16.7540 mA | 259.4030 mW
2023/01/29 23:16:58 | 3.1450 (0) | 25.9768 dC | 56.7407 rH | 11.6667 lx | 15.3270 V | 1.6770 mV | 16.7540 mA | 259.4030 mW
2023/01/29 23:17:00 | 3.1450 (0) | 25.9710 dC | 56.7410 rH | 11.6667 lx | 13.8780 V | 1.5070 mV | 15.0750 mA | 209.0480 mW
2023/01/29 23:17:01 | 3.1450 (0) | 25.9869 dC | 56.7407 rH | 11.6667 lx | 13.8780 V | 1.5070 mV | 15.0750 mA | 209.0480 mW
2023/01/29 23:17:02 | 3.1450 (0) | 25.9779 dC | 56.7269 rH | 11.6667 lx | 13.8750 V | 1.5050 mV | 15.0450 mA | 209.0480 mW
2023/01/29 23:17:03 | 3.1450 (0) | 25.9636 dC | 56.7578 rH | 11.6667 lx | 13.8750 V | 1.5050 mV | 15.0450 mA | 209.0480 mW
2023/01/29 23:17:04 | 3.1450 (0) | 25.9773 dC | 56.7664 rH | 11.6667 lx | 12.3880 V | 1.3400 mV | 13.3970 mA | 166.3230 mW
2023/01/29 23:17:05 | 3.1450 (0) | 25.9884 dC | 56.7522 rH | 33.3333 lx | 12.3880 V | 1.3400 mV | 13.3970 mA | 166.3230 mW
2023/01/29 23:17:06 | 3.1450 (0) | 25.9838 dC | 56.7714 rH | 34.1667 lx | 12.1580 V | 1.3100 mV | 13.0920 mA | 158.6930 mW
2023/01/29 23:17:08 | 3.1450 (0) | 25.9724 dC | 56.7731 rH | 28.3333 lx | 1.6560 V | 0.1820 mV | 1.8310 mA | 18.3100 mW
2023/01/29 23:17:09 | 3.1450 (0) | 25.9905 dC | 56.7745 rH | 35.8333 lx | 1.6560 V | 0.1820 mV | 1.8310 mA | 18.3100 mW
2023/01/29 23:17:10 | 3.1450 (0) | 25.9760 dC | 56.7990 rH | 35.8333 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:17:11 | 3.1450 (0) | 25.9687 dC | 56.7697 rH | 35.8333 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:17:12 | 3.1450 (0) | 25.9773 dC | 56.8079 rH | 35.8333 lx | 0.0020 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:17:13 | 3.1450 (0) | 25.9655 dC | 56.7513 rH | 24.1667 lx | 0.0020 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:17:14 | 3.1450 (0) | 25.9668 dC | 56.7927 rH | 20.8333 lx | 0.0010 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:17:16 | 3.1450 (0) | 25.9649 dC | 56.7757 rH | 20.0000 lx | 0.0010 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:17:17 | 3.1450 (0) | 25.9577 dC | 56.7599 rH | 24.1667 lx | 0.0010 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:17:18 | 3.1450 (0) | 25.9478 dC | 56.7847 rH | 20.0000 lx | 0.0010 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:17:19 | 3.1450 (0) | 25.9443 dC | 56.7872 rH | 20.8333 lx | 0.0010 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:17:20 | 3.1450 (0) | 25.9193 dC | 56.7811 rH | 32.5000 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:17:21 | 3.1450 (0) | 25.9102 dC | 56.8043 rH | 30.0000 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/01/29 23:38:10 | 1.1880 (1) | 27.4012 dC | 58.5292 rH | 31.6667 lx | 0.0380 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:11 | 1.3010 (1) | 27.3735 dC | 58.4406 rH | 31.6667 lx | 0.0380 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:12 | 1.3420 (1) | 27.3481 dC | 58.4471 rH | 31.6667 lx | 0.0380 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:14 | 1.3710 (1) | 27.3321 dC | 58.4117 rH | 31.6667 lx | 0.0370 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:15 | 1.3940 (1) | 27.3251 dC | 58.4040 rH | 31.6667 lx | 0.0370 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:16 | 1.4040 (1) | 27.2961 dC | 58.3848 rH | 31.6667 lx | 0.0360 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:17 | 1.4080 (1) | 27.3014 dC | 58.3666 rH | 35.0000 lx | 0.0360 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:18 | 1.4080 (1) | 27.2652 dC | 58.3713 rH | 35.0000 lx | 0.0360 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:20 | 1.4210 (1) | 27.2823 dC | 58.3483 rH | 35.0000 lx | 0.0350 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:21 | 1.4190 (1) | 27.2671 dC | 58.3631 rH | 35.0000 lx | 0.0350 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:22 | 1.4250 (1) | 27.2596 dC | 58.3403 rH | 35.0000 lx | 0.0350 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:23 | 1.4340 (1) | 27.2560 dC | 58.3600 rH | 35.0000 lx | 0.0350 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:24 | 1.4310 (1) | 27.2692 dC | 58.3543 rH | 35.8333 lx | 0.0330 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:25 | 1.4330 (1) | 27.2619 dC | 58.3426 rH | 35.8333 lx | 0.0330 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:27 | 1.4350 (1) | 27.2600 dC | 58.3684 rH | 35.8333 lx | 0.0330 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:28 | 1.4380 (1) | 27.2636 dC | 58.3304 rH | 35.8333 lx | 0.0330 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:29 | 1.4340 (1) | 27.2568 dC | 58.3682 rH | 35.0000 lx | 0.0320 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:30 | 1.4270 (1) | 27.2568 dC | 58.3742 rH | 35.8333 lx | 0.0320 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:31 | 1.4260 (1) | 27.2823 dC | 58.3728 rH | 35.8333 lx | 0.0320 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:32 | 1.4340 (1) | 27.2614 dC | 58.3647 rH | 35.8333 lx | 0.0310 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:33 | 1.4470 (1) | 27.2579 dC | 58.3512 rH | 35.8333 lx | 0.0310 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:34 | 1.4370 (1) | 27.2638 dC | 58.3636 rH | 35.8333 lx | 0.0310 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:36 | 1.4400 (1) | 27.2610 dC | 58.3883 rH | 34.1667 lx | 0.0310 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:37 | 1.5110 (1) | 27.2514 dC | 58.3642 rH | 35.8333 lx | 0.0300 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:38 | 1.4630 (1) | 27.2766 dC | 58.3641 rH | 35.0000 lx | 0.0300 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:39 | 1.5400 (1) | 27.2646 dC | 58.3798 rH | 35.8333 lx | 0.0300 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:40 | 2.1400 (1) | 27.2692 dC | 58.3779 rH | 35.8333 lx | 0.0280 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:41 | 2.1920 (1) | 27.2642 dC | 58.3884 rH | 35.8333 lx | 0.0280 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:42 | 2.2040 (1) | 27.2820 dC | 58.3909 rH | 29.1667 lx | 0.0280 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:44 | 2.2070 (1) | 27.2852 dC | 58.3503 rH | 32.5000 lx | 0.0280 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:45 | 2.2040 (1) | 27.2839 dC | 58.3439 rH | 33.3333 lx | 0.0270 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:46 | 2.2230 (1) | 27.2799 dC | 58.3920 rH | 23.3333 lx | 0.0270 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:47 | 1.5390 (1) | 27.2846 dC | 58.4018 rH | 35.0000 lx | 0.0270 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:48 | 2.4440 (0) | 27.2905 dC | 58.4127 rH | 35.8333 lx | 0.0270 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:49 | 2.5030 (0) | 27.2984 dC | 58.4009 rH | 35.8333 lx | 0.0270 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:50 | 2.5240 (0) | 27.2879 dC | 58.4010 rH | 35.8333 lx | 0.0260 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:52 | 2.5380 (0) | 27.2915 dC | 58.4208 rH | 30.0000 lx | 0.0260 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:53 | 2.5560 (0) | 27.2848 dC | 58.4070 rH | 22.5000 lx | 0.0260 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:54 | 2.5130 (0) | 27.2972 dC | 58.4161 rH | 15.0000 lx | 0.0260 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:55 | 2.6220 (0) | 27.2856 dC | 58.4349 rH | 15.0000 lx | 0.0250 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:56 | 2.2050 (1) | 27.3046 dC | 58.4144 rH | 17.5000 lx | 0.0250 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:57 | 2.7840 (0) | 27.3092 dC | 58.4559 rH | 24.1667 lx | 0.0250 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:38:58 | 1.8010 (1) | 27.3191 dC | 58.4320 rH | 25.0000 lx | 0.0250 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:39:00 | 3.1450 (0) | 27.3214 dC | 58.4493 rH | 23.3333 lx | 0.0250 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:39:01 | 3.1450 (0) | 27.3331 dC | 58.4749 rH | 30.8333 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:39:02 | 3.1450 (0) | 27.3197 dC | 58.4864 rH | 35.0000 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:39:03 | 3.1450 (0) | 27.3499 dC | 58.4519 rH | 36.6667 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:39:04 | 3.1450 (0) | 27.3558 dC | 58.4359 rH | 35.8333 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:39:06 | 3.1450 (0) | 27.3308 dC | 58.4856 rH | 35.8333 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:39:07 | 3.1450 (0) | 27.3401 dC | 58.4518 rH | 35.8333 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:39:08 | 3.1450 (0) | 27.3508 dC | 58.4373 rH | 35.8333 lx | 0.0220 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:39:09 | 3.1450 (0) | 27.3457 dC | 58.4641 rH | 35.8333 lx | 0.0220 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:39:10 | 3.1450 (0) | 27.3457 dC | 58.4313 rH | 22.5000 lx | 0.0220 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/01/29 23:39:55 | 3.1450 (0) | 27.4096 dC | 58.6121 rH | 22.5000 lx | 0.0230 V | -0.0020 mV | -0.0300 mA | 0.0000 mW
2023/01/29 23:39:56 | 3.1450 (0) | 27.4113 dC | 58.5701 rH | 33.3333 lx | 0.0230 V | -0.0020 mV | -0.0300 mA | 0.0000 mW
2023/01/29 23:39:57 | 3.1450 (0) | 27.4080 dC | 58.5506 rH | 34.1667 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:39:59 | 3.1450 (0) | 27.4048 dC | 58.5892 rH | 29.1667 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:00 | 3.1450 (0) | 27.4227 dC | 58.5735 rH | 30.8333 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:01 | 3.1450 (0) | 27.4204 dC | 58.6029 rH | 33.3333 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:02 | 3.1450 (0) | 27.4342 dC | 58.5746 rH | 31.6667 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:03 | 3.1450 (0) | 27.4441 dC | 58.6037 rH | 32.5000 lx | 0.0220 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:04 | 3.1450 (0) | 27.4397 dC | 58.5943 rH | 27.5000 lx | 0.0220 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:05 | 3.1450 (0) | 27.4555 dC | 58.5773 rH | 25.8333 lx | 0.0220 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:07 | 3.1450 (0) | 27.4460 dC | 58.6116 rH | 27.5000 lx | 0.0220 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:08 | 3.1450 (0) | 27.4548 dC | 58.6030 rH | 32.5000 lx | 0.0220 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:09 | 3.1450 (0) | 27.4345 dC | 58.6234 rH | 32.5000 lx | 0.0210 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:10 | 3.1450 (0) | 27.4464 dC | 58.6073 rH | 31.6667 lx | 0.0210 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:11 | 3.1450 (0) | 27.4529 dC | 58.6203 rH | 27.5000 lx | 0.0210 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:12 | 3.1450 (0) | 27.4536 dC | 58.5644 rH | 27.5000 lx | 0.0210 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:14 | 3.1450 (0) | 27.4706 dC | 58.6005 rH | 24.1667 lx | 0.0210 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:15 | 3.1450 (0) | 27.4446 dC | 58.6053 rH | 22.5000 lx | 0.0210 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:16 | 3.1450 (0) | 27.4446 dC | 58.5644 rH | 19.1667 lx | 0.0210 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:17 | 3.1450 (0) | 27.4246 dC | 58.5679 rH | 19.1667 lx | 0.0210 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:18 | 3.1450 (0) | 27.4155 dC | 58.5787 rH | 12.5000 lx | 0.0200 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:19 | 3.1450 (0) | 27.4231 dC | 58.5562 rH | 9.1667 lx | 0.0200 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:20 | 3.1450 (0) | 27.4048 dC | 58.5633 rH | 9.1667 lx | 0.0200 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:21 | 3.1450 (0) | 27.4073 dC | 58.5442 rH | 2.5000 lx | 0.0200 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:23 | 3.1450 (0) | 27.3829 dC | 58.5674 rH | 0.8333 lx | 0.0200 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:24 | 3.1450 (0) | 27.3863 dC | 58.5246 rH | 0.8333 lx | 0.0180 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:25 | 3.1450 (0) | 27.3838 dC | 58.5289 rH | 0.8333 lx | 0.0180 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:26 | 3.1450 (0) | 27.3899 dC | 58.5376 rH | 0.8333 lx | 0.0180 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:27 | 3.1450 (0) | 27.3621 dC | 58.5635 rH | 5.0000 lx | 0.0180 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:28 | 3.1450 (0) | 27.3502 dC | 58.5556 rH | 14.1667 lx | 0.0180 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:29 | 3.1450 (0) | 27.3544 dC | 58.5764 rH | 93.3333 lx | 0.0180 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:31 | 3.1450 (0) | 27.3411 dC | 58.5464 rH | 101.6667 lx | 0.0180 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:32 | 3.1450 (0) | 27.3331 dC | 58.5536 rH | 85.8333 lx | 0.0170 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:33 | 3.1450 (0) | 27.3243 dC | 58.5031 rH | 115.8333 lx | 0.0170 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:34 | 3.1450 (0) | 27.3064 dC | 58.5311 rH | 123.3333 lx | 0.0170 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:35 | 3.1450 (0) | 27.3024 dC | 58.5163 rH | 116.6667 lx | 0.0170 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:36 | 3.1450 (0) | 27.2932 dC | 58.5268 rH | 110.8333 lx | 0.0170 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:37 | 3.1450 (0) | 27.2959 dC | 58.5099 rH | 64.1667 lx | 0.0170 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:39 | 3.1450 (0) | 27.2882 dC | 58.4850 rH | 28.3333 lx | 0.0170 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/01/29 23:40:40 | 3.1450 (0) | 27.2720 dC | 58.4818 rH | 90.0000 lx | 0.0160 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
